,drugbank_id,category,uniprot_id,organism
8200,DB01200,target,P18089,Humans
8201,DB01200,target,P41595,Humans
8202,DB01200,target,P21917,Humans
8203,DB01200,target,P28223,Humans
8204,DB01200,target,P28222,Humans
8205,DB01200,target,P28335,Humans
8206,DB01200,target,P21918,Humans
8207,DB01200,target,P21728,Humans
8208,DB01200,target,P35348,Humans
8209,DB01200,target,P35368,Humans
8210,DB01200,target,P25100,Humans
8211,DB01200,target,P34969,Humans
8212,DB01200,enzyme,P08684,Humans
8213,DB01200,transporter,P08183,Humans
8214,DB01201,target,P9WGY7,Mycobacterium tuberculosis
8215,DB01201,enzyme,P11712,Humans
8216,DB01201,enzyme,P08684,Humans
8217,DB01201,enzyme,P10632,Humans
8218,DB01201,enzyme,P33261,Humans
8219,DB01201,enzyme,P20813,Humans
8220,DB01202,target,Q7L0J3,Humans
8221,DB01202,target,Q00975,Humans
8222,DB01202,transporter,P08183,Humans
8223,DB01203,target,P08588,Humans
8224,DB01203,target,P07550,Humans
8225,DB01203,transporter,P08183,Humans
8226,DB01203,transporter,P14859,Humans
8227,DB01203,transporter,P09086,Humans
8228,DB01203,transporter,Q96FL8,Humans
8229,DB01203,transporter,Q86VL8,Humans
8230,DB01204,target,P11388,Humans
8231,DB01204,enzyme,P05181,Humans
8232,DB01204,enzyme,Q16678,Humans
8233,DB01204,enzyme,P08684,Humans
8234,DB01204,transporter,P08183,Humans
8235,DB01204,transporter,P33527,Humans
8236,DB01204,transporter,Q9UNQ0,Humans
8237,DB01205,target,P14867,Humans
8238,DB01205,target,P18507,Humans
8239,DB01205,target,P31644,Humans
8240,DB01206,target,Q9H169,Humans
8241,DB01206,enzyme,P08684,Humans
8242,DB01206,enzyme,P10635,Humans
8243,DB01208,target,P43702,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
8244,DB01208,target,P43700,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
8245,DB01208,target,P11388,Humans
8246,DB01208,enzyme,P05177,Humans
8247,DB01208,transporter,O76082,Humans
8248,DB01208,transporter,Q92887,Humans
8249,DB01208,transporter,P08183,Humans
8250,DB01209,target,P35372,Humans
8251,DB01209,target,P41145,Humans
8252,DB01210,target,P07550,Humans
8253,DB01210,target,P08588,Humans
8254,DB01210,enzyme,P10635,Humans
8255,DB01211,target,P0A7J6,Shigella flexneri
8256,DB01211,target,Q12809,Humans
8257,DB01211,target,Q9Y6L6,Humans
8258,DB01211,target,Q9NPD5,Humans
8259,DB01211,enzyme,P08684,Humans
8260,DB01211,enzyme,P20815,Humans
8261,DB01211,transporter,Q9Y694,Humans
8262,DB01211,transporter,P08183,Humans
8263,DB01211,transporter,O95342,Humans
8264,DB01211,transporter,Q9Y6L6,Humans
8265,DB01211,transporter,Q9NPD5,Humans
8266,DB01212,target,P0A3M6,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
8267,DB01212,target,Q9NSA0,Humans
8268,DB01212,target,Q4U2R8,Humans
8269,DB01212,target,Q8TCC7,Humans
8270,DB01212,target,P46059,Humans
8271,DB01212,enzyme,P15104,Humans
8272,DB01212,carrier,P02768,Humans
8273,DB01212,transporter,P46059,Humans
8274,DB01212,transporter,Q16348,Humans
8275,DB01212,transporter,Q4U2R8,Humans
8276,DB01212,transporter,Q8TCC7,Humans
8277,DB01212,transporter,Q9NSA0,Humans
8278,DB01212,transporter,P08183,Humans
8279,DB01213,target,P07327,Humans
8280,DB01213,target,P00325,Humans
8281,DB01213,target,P00326,Humans
8282,DB01213,target,P04040,Humans
8283,DB01213,enzyme,P05181,Humans
8284,DB01213,enzyme,P11509,Humans
8285,DB01214,target,P07550,Humans
8286,DB01214,target,P08588,Humans
8287,DB01214,enzyme,P10635,Humans
8288,DB01215,enzyme,P08684,Humans
8289,DB01216,target,P31213,Humans
8290,DB01216,target,P18405,Humans
8291,DB01216,target,P51857,Humans
8292,DB01216,enzyme,P20815,Humans
8293,DB01216,enzyme,P24462,Humans
8294,DB01216,enzyme,P08684,Humans
8295,DB01216,transporter,Q91V14,Mouse
8296,DB01217,target,P11511,Humans
8297,DB01217,enzyme,P08684,Humans
8298,DB01217,enzyme,P20815,Humans
8299,DB01217,enzyme,P10632,Humans
8300,DB01217,enzyme,P22310,Humans
8301,DB01217,enzyme,P35503,Humans
8302,DB01217,enzyme,P16662,Humans
8303,DB01217,enzyme,P05177,Humans
8304,DB01217,enzyme,P11712,Humans
8305,DB01217,transporter,P08183,Humans
8306,DB01218,target,Q12809,Humans
8307,DB01218,target,P46925,Plasmodium falciparum
8308,DB01218,enzyme,P10635,Humans
8309,DB01218,enzyme,P08684,Humans
8310,DB01218,enzyme,P20815,Humans
8311,DB01218,enzyme,P10632,Humans
8312,DB01219,target,P21817,Humans
8313,DB01219,carrier,P05543,Humans
8314,DB01220,target,P0A8V2,Escherichia coli (strain K12)
8315,DB01220,target,O75469,Humans
8316,DB01220,enzyme,P08684,Humans
8317,DB01220,enzyme,P33261,Humans
8318,DB01220,enzyme,P10632,Humans
8319,DB01221,target,Q8TCU5,Humans
8320,DB01221,target,P25103,Humans
8321,DB01221,target,P14416,Humans
8322,DB01221,target,P41143,Humans
8323,DB01221,target,P23975,Humans
8324,DB01221,target,P41145,Humans
8325,DB01221,target,P35372,Humans
8326,DB01221,target,P46098,Humans
8327,DB01221,target,Q693P7,Humans
8328,DB01221,target,P06276,Humans
8329,DB01221,target,P29475,Humans
8330,DB01221,enzyme,P11712,Humans
8331,DB01221,enzyme,P08684,Humans
8332,DB01221,enzyme,P20813,Humans
8333,DB01221,enzyme,P23219,Humans
8334,DB01221,enzyme,P10632,Humans
8335,DB01222,target,P04150,Humans
8336,DB01222,target,P04083,Humans
8337,DB01222,enzyme,P08684,Humans
8338,DB01222,enzyme,P20815,Humans
8339,DB01222,enzyme,P11509,Humans
8340,DB01222,enzyme,Q16678,Humans
8341,DB01222,enzyme,P20813,Humans
8342,DB01222,enzyme,P10632,Humans
8343,DB01222,enzyme,P11712,Humans
8344,DB01222,enzyme,P33261,Humans
8345,DB01222,carrier,P08185,Humans
8346,DB01222,carrier,P02768,Humans
8347,DB01222,transporter,O95342,Humans
8348,DB01222,transporter,P08183,Humans
8349,DB01222,transporter,P46721,Humans
8350,DB01222,transporter,Q8TCC7,Humans
8351,DB01223,target,Q14432,Humans
8352,DB01223,target,P30542,Humans
8353,DB01223,target,P0DMS8,Humans
8354,DB01223,target,Q92769,Humans
8355,DB01223,enzyme,P05177,Humans
8356,DB01223,enzyme,P05181,Humans
8357,DB01223,enzyme,P08684,Humans
8358,DB01224,target,P28223,Humans
8359,DB01224,target,P14416,Humans
8360,DB01224,target,P08908,Humans
8361,DB01224,target,P28222,Humans
8362,DB01224,target,P28221,Humans
8363,DB01224,target,P28566,Humans
8364,DB01224,target,P28335,Humans
8365,DB01224,target,P46098,Humans
8366,DB01224,target,P50406,Humans
8367,DB01224,target,P34969,Humans
8368,DB01224,target,P21728,Humans
8369,DB01224,target,P21918,Humans
8370,DB01224,target,P35462,Humans
8371,DB01224,target,P21917,Humans
8372,DB01224,target,P35367,Humans
8373,DB01224,target,P08913,Humans
8374,DB01224,target,P18089,Humans
8375,DB01224,target,P18825,Humans
8376,DB01224,target,P11229,Humans
8377,DB01224,target,P08172,Humans
8378,DB01224,target,P20309,Humans
8379,DB01224,target,P08173,Humans
8380,DB01224,target,P08912,Humans
8381,DB01224,enzyme,P20815,Humans
8382,DB01224,enzyme,P08684,Humans
8383,DB01224,enzyme,P33261,Humans
8384,DB01224,enzyme,P10635,Humans
8385,DB01224,enzyme,P24462,Humans
8386,DB01224,transporter,P08183,Humans
8387,DB01226,target,Q15822,Humans
8388,DB01226,target,P08172,Humans
8389,DB01226,target,P20309,Humans
8390,DB01226,target,P06276,Humans
8391,DB01227,target,P35372,Humans
8392,DB01227,target,P30926,Humans
8393,DB01227,target,P32297,Humans
8394,DB01227,enzyme,P20815,Humans
8395,DB01227,enzyme,P24462,Humans
8396,DB01227,enzyme,P08684,Humans
8397,DB01228,target,Q14524,Humans
8398,DB01228,enzyme,P10635,Humans
8399,DB01229,target,Q9H4B7,Humans
8400,DB01229,target,P10415,Humans
8401,DB01229,target,P27816,Humans
8402,DB01229,target,P11137,Humans
8403,DB01229,target,P10636,Humans
8404,DB01229,target,O75469,Humans
8405,DB01229,enzyme,P08684,Humans
8406,DB01229,enzyme,P20815,Humans
8407,DB01229,enzyme,P24462,Humans
8408,DB01229,enzyme,P11511,Humans
8409,DB01229,enzyme,Q16678,Humans
8410,DB01229,enzyme,P10632,Humans
8411,DB01229,transporter,O95342,Humans
8412,DB01229,transporter,P08183,Humans
8413,DB01229,transporter,P33527,Humans
8414,DB01229,transporter,Q5T3U5,Humans
8415,DB01229,transporter,Q9NPD5,Humans
8416,DB01229,transporter,Q92887,Humans
8417,DB01231,target,P11229,Humans
8418,DB01231,target,P20309,Humans
8419,DB01231,target,P08172,Humans
8420,DB01232,target,Q72874,Human immunodeficiency virus 1
8421,DB01232,enzyme,P24462,Humans
8422,DB01232,enzyme,P20815,Humans
8423,DB01232,enzyme,P08684,Humans
8424,DB01232,enzyme,P10632,Humans
8425,DB01232,enzyme,P10635,Humans
8426,DB01232,carrier,P02763,Humans
8427,DB01232,carrier,P02768,Humans
8428,DB01232,transporter,P08183,Humans
8429,DB01232,transporter,O15245,Humans
8430,DB01232,transporter,P46721,Humans
8431,DB01232,transporter,Q9UNQ0,Humans
8432,DB01232,transporter,Q9Y6L6,Humans
8433,DB01232,transporter,P33527,Humans
8434,DB01232,transporter,Q92887,Humans
8435,DB01232,transporter,O94956,Humans
8436,DB01232,transporter,O95342,Humans
8437,DB01233,target,P14416,Humans
8438,DB01233,target,P11229,Humans
8439,DB01233,target,Q13639,Humans
8440,DB01233,target,P46098,Humans
8441,DB01233,enzyme,P10635,Humans
8442,DB01233,enzyme,P08684,Humans
8443,DB01233,enzyme,P05177,Humans
8444,DB01233,carrier,P02763,Humans
8445,DB01233,transporter,P08183,Humans
8446,DB01234,target,P04150,Humans
8447,DB01234,target,P51843,Humans
8448,DB01234,target,P04083,Humans
8449,DB01234,target,P35228,Humans
8450,DB01234,target,O75469,Humans
8451,DB01234,enzyme,P80365,Humans
8452,DB01234,enzyme,P08684,Humans
8453,DB01234,enzyme,P28845,Humans
8454,DB01234,enzyme,P20815,Humans
8455,DB01234,enzyme,P24462,Humans
8456,DB01234,enzyme,P05093,Humans
8457,DB01234,enzyme,P04798,Humans
8458,DB01234,enzyme,P11509,Humans
8459,DB01234,enzyme,P20813,Humans
8460,DB01234,enzyme,P33261,Humans
8461,DB01234,enzyme,P10632,Humans
8462,DB01234,enzyme,P05181,Humans
8463,DB01234,enzyme,Q9HB55,Humans
8464,DB01234,enzyme,Q02928,Humans
8465,DB01234,enzyme,P15538,Humans
8466,DB01234,carrier,P02768,Humans
8467,DB01234,transporter,P08183,Humans
8468,DB01234,transporter,Q8TCC7,Humans
8469,DB01234,transporter,O95342,Humans
8470,DB01234,transporter,Q92887,Humans
8471,DB01234,transporter,Q9UNQ0,Humans
8472,DB01234,transporter,P46721,Humans
8473,DB01235,target,P21728,Humans
8474,DB01235,target,P21918,Humans
8475,DB01235,target,P14416,Humans
8476,DB01235,target,P35462,Humans
8477,DB01235,target,P21917,Humans
8478,DB01235,enzyme,P20711,Humans
8479,DB01235,carrier,P02768,Humans
8480,DB01235,transporter,P46059,Humans
8481,DB01235,transporter,Q8TF71,Humans
8482,DB01235,transporter,Q01650,Humans
8483,DB01235,transporter,Q9UHI5,Humans
8484,DB01236,target,P14867,Humans
8485,DB01236,target,P23415,Humans
8486,DB01236,target,P42261,Humans
8487,DB01236,target,P98194,Humans
8488,DB01236,target,P03886,Humans
8489,DB01236,target,Q96ER9,Humans
8490,DB01236,enzyme,P05181,Humans
8491,DB01236,enzyme,P11509,Humans
8492,DB01236,enzyme,P20813,Humans
8493,DB01236,enzyme,P08684,Humans
8494,DB01236,carrier,P02768,Humans
8495,DB01237,target,P35367,Humans
8496,DB01237,transporter,Q4U2R8,Humans
8497,DB01238,target,P08908,Humans
8498,DB01238,target,P14416,Humans
8499,DB01238,target,P28223,Humans
8500,DB01238,target,P35348,Humans
8501,DB01238,target,P35368,Humans
8502,DB01238,target,P35462,Humans
8503,DB01238,target,P28221,Humans
8504,DB01238,target,P34969,Humans
8505,DB01238,target,P08913,Humans
8506,DB01238,target,P18825,Humans
8507,DB01238,target,P35367,Humans
8508,DB01238,target,P28222,Humans
8509,DB01238,target,P28335,Humans
8510,DB01238,target,P46098,Humans
8511,DB01238,target,P50406,Humans
8512,DB01238,target,P21728,Humans
8513,DB01238,target,P21917,Humans
8514,DB01238,target,P18089,Humans
8515,DB01238,target,P28566,Humans
8516,DB01238,target,P21918,Humans
8517,DB01238,target,P41595,Humans
8518,DB01238,target,P47898,Humans
8519,DB01238,target,P08588,Humans
8520,DB01238,target,P07550,Humans
8521,DB01238,target,P25021,Humans
8522,DB01238,target,Q9Y5N1,Humans
8523,DB01238,target,Q9H3N8,Humans
8524,DB01238,target,P11229,Humans
8525,DB01238,target,P08172,Humans
8526,DB01238,target,P20309,Humans
8527,DB01238,target,P08173,Humans
8528,DB01238,target,P08912,Humans
8529,DB01238,target,P41145,Humans
8530,DB01238,target,P35372,Humans
8531,DB01238,target,P41143,Humans
8532,DB01238,target,Q01959,Humans
8533,DB01238,target,P31645,Humans
8534,DB01238,enzyme,P08684,Humans
8535,DB01238,enzyme,P24462,Humans
8536,DB01238,enzyme,P20815,Humans
8537,DB01238,enzyme,P10635,Humans
8538,DB01238,carrier,P02768,Humans
8539,DB01239,target,P14416,Humans
8540,DB01239,target,P21728,Humans
8541,DB01239,target,P35462,Humans
8542,DB01239,target,P28223,Humans
8543,DB01239,target,P35367,Humans
8544,DB01239,target,P11229,Humans
8545,DB01239,target,P08172,Humans
8546,DB01239,target,P20309,Humans
8547,DB01239,target,P08173,Humans
8548,DB01239,target,P08912,Humans
8549,DB01239,transporter,P08183,Humans
8550,DB01240,target,Q9H244,Humans
8551,DB01240,target,P43119,Humans
8552,DB01240,target,Q16647,Humans
8553,DB01241,target,Q07869,Humans
8554,DB01241,target,Q9Y6L6,Humans
8555,DB01241,target,Q8TCC7,Humans
8556,DB01241,target,O94956,Humans
8557,DB01241,target,Q9NPD5,Humans
8558,DB01241,enzyme,P10632,Humans
8559,DB01241,enzyme,P33261,Humans
8560,DB01241,enzyme,P11712,Humans
8561,DB01241,enzyme,P05177,Humans
8562,DB01241,enzyme,P08684,Humans
8563,DB01241,enzyme,P16662,Humans
8564,DB01241,enzyme,P22309,Humans
8565,DB01241,enzyme,P35503,Humans
8566,DB01241,enzyme,O60656,Humans
8567,DB01241,enzyme,P06133,Humans
8568,DB01241,enzyme,O75795,Humans
8569,DB01241,carrier,P02768,Humans
8570,DB01242,target,P31645,Humans
8571,DB01242,target,P28223,Humans
8572,DB01242,target,P41595,Humans
8573,DB01242,target,P28335,Humans
8574,DB01242,target,P23975,Humans
8575,DB01242,target,P09211,Humans
8576,DB01242,enzyme,P10635,Humans
8577,DB01242,enzyme,P33261,Humans
8578,DB01242,enzyme,P05177,Humans
8579,DB01242,enzyme,P08684,Humans
8580,DB01242,carrier,P02768,Humans
8581,DB01242,transporter,P08183,Humans
8582,DB01244,target,O00555,Humans
8583,DB01244,target,O95180,Humans
8584,DB01244,target,Q9NY47,Humans
8585,DB01244,target,P05023,Humans
8586,DB01244,target,P51787,Humans
8587,DB01244,target,P63316,Humans
8588,DB01244,target,P0DP23,Humans
8589,DB01244,target,Q01064,Humans
8590,DB01244,target,P54750,Humans
8591,DB01244,target,Q12809,Humans
8592,DB01244,enzyme,P10635,Humans
8593,DB01244,enzyme,P08684,Humans
8594,DB01244,transporter,P08183,Humans
8595,DB01245,target,Q15822,Humans
8596,DB01245,target,P22303,Humans
8597,DB01245,target,P43681,Humans
8598,DB01245,target,P17787,Humans
8599,DB01245,enzyme,P06276,Humans
8600,DB01246,target,P35367,Humans
8601,DB01247,target,P21397,Humans
8602,DB01247,target,P27338,Humans
8603,DB01248,target,Q9H4B7,Humans
8604,DB01248,target,P10415,Humans
8605,DB01248,target,P11137,Humans
8606,DB01248,target,P27816,Humans
8607,DB01248,target,P10636,Humans
8608,DB01248,target,O75469,Humans
8609,DB01248,enzyme,P08684,Humans
8610,DB01248,enzyme,P20815,Humans
8611,DB01248,enzyme,P24462,Humans
8612,DB01248,enzyme,Q16678,Humans
8613,DB01248,transporter,P08183,Humans
8614,DB01248,transporter,Q5T3U5,Humans
8615,DB01248,transporter,Q9NPD5,Humans
8616,DB01248,transporter,Q9Y694,Humans
8617,DB01248,transporter,Q9UNQ0,Humans
8618,DB01248,transporter,Q92887,Humans
8619,DB01248,transporter,P33527,Humans
8620,DB01250,target,P51580,Humans
8621,DB01250,target,P01579,Humans
8622,DB01251,target,Q09428,Humans
8623,DB01251,target,Q15842,Humans
8624,DB01251,enzyme,P11712,Humans
8625,DB01253,target,P35348,Humans
8626,DB01253,enzyme,P08684,Humans
8627,DB01253,transporter,P08183,Humans
8628,DB01254,target,P00519,Humans
8629,DB01254,target,P12931,Humans
8630,DB01254,target,P29317,Humans
8631,DB01254,target,P06239,Humans
8632,DB01254,target,P07947,Humans
8633,DB01254,target,P10721,Humans
8634,DB01254,target,P09619,Humans
8635,DB01254,target,P51692,Humans
8636,DB01254,target,P42684,Humans
8637,DB01254,target,P06241,Humans
8638,DB01254,target,Q06187,Humans
8639,DB01254,target,Q92570,Humans
8640,DB01254,target,P11274,Humans
8641,DB01254,target,P41240,Humans
8642,DB01254,target,P54756,Humans
8643,DB01254,target,P54760,Humans
8644,DB01254,target,P09769,Humans
8645,DB01254,target,P42685,Humans
8646,DB01254,target,P11142,Humans
8647,DB01254,target,P07948,Humans
8648,DB01254,target,Q9NYL2,Humans
8649,DB01254,target,Q16539,Humans
8650,DB01254,target,Q06203,Humans
8651,DB01254,enzyme,P08684,Humans
8652,DB01254,enzyme,P04798,Humans
8653,DB01254,enzyme,P05177,Humans
8654,DB01254,enzyme,Q16678,Humans
8655,DB01254,enzyme,P20815,Humans
8656,DB01254,enzyme,P31513,Humans
8657,DB01254,transporter,P08183,Humans
8658,DB01254,transporter,Q9UNQ0,Humans
8659,DB01255,target,Q96RJ0,Humans
8660,DB01255,enzyme,P10635,Humans
8661,DB01255,transporter,P46059,Humans
8662,DB01256,target,Q9A1X4,Streptococcus pyogenes serotype M1
8663,DB01256,enzyme,P08684,Humans
8664,DB01259,target,P00533,Humans
8665,DB01259,target,P04626,Humans
8666,DB01259,enzyme,P08684,Humans
8667,DB01259,enzyme,P20815,Humans
8668,DB01259,enzyme,P10632,Humans
8669,DB01259,enzyme,P33261,Humans
8670,DB01259,transporter,P08183,Humans
8671,DB01259,transporter,Q03518,Humans
8672,DB01260,target,P04150,Humans
8673,DB01260,enzyme,P08684,Humans
8674,DB01261,target,P27487,Humans
8675,DB01261,enzyme,P08684,Humans
8676,DB01261,enzyme,P10632,Humans
8677,DB01261,transporter,P08183,Humans
8678,DB01261,transporter,Q8TCC7,Humans
8679,DB01262,target,P26358,Humans
8680,DB01262,enzyme,P27707,Humans
8681,DB01263,target,P10613,Yeast
8682,DB01263,enzyme,P08684,Humans
8683,DB01263,transporter,P08183,Humans
8684,DB01264,target,Q72874,Human immunodeficiency virus 1
8685,DB01264,enzyme,P08684,Humans
8686,DB01264,enzyme,P10635,Humans
8687,DB01264,carrier,P02768,Humans
8688,DB01264,carrier,P02763,Humans
8689,DB01264,transporter,Q9Y6L6,Humans
8690,DB01264,transporter,P08183,Humans
8691,DB01265,target,Q05486,HBV-F
8692,DB01267,target,P28223,Humans
8693,DB01267,target,P14416,Humans
8694,DB01267,target,P35367,Humans
8695,DB01267,target,P35348,Humans
8696,DB01267,target,P35368,Humans
8697,DB01267,target,P21917,Humans
8698,DB01267,target,P28221,Humans
8699,DB01267,target,P35462,Humans
8700,DB01267,target,P28335,Humans
8701,DB01267,target,P08913,Humans
8702,DB01267,target,P18089,Humans
8703,DB01267,target,P18825,Humans
8704,DB01267,target,P08908,Humans
8705,DB01267,target,P21728,Humans
8706,DB01267,target,P34969,Humans
8707,DB01267,enzyme,P08684,Humans
8708,DB01267,enzyme,P10635,Humans
8709,DB01267,enzyme,P20815,Humans
8710,DB01267,transporter,P08183,Humans
8711,DB01268,target,P09619,Humans
8712,DB01268,target,P17948,Humans
8713,DB01268,target,P10721,Humans
8714,DB01268,target,P35968,Humans
8715,DB01268,target,P35916,Humans
8716,DB01268,target,P36888,Humans
8717,DB01268,target,P07333,Humans
8718,DB01268,target,P16234,Humans
8719,DB01268,enzyme,P20815,Humans
8720,DB01268,enzyme,P24462,Humans
8721,DB01268,enzyme,P08684,Humans
8722,DB01268,transporter,O15439,Humans
8723,DB01268,transporter,P08183,Humans
8724,DB01268,transporter,Q92887,Humans
8725,DB01268,transporter,Q9UNQ0,Humans
8726,DB01273,target,P43681,Humans
8727,DB01273,target,P36544,Humans
8728,DB01273,target,P32297,Humans
8729,DB01273,target,Q15825,Humans
8730,DB01273,target,P17787,Humans
8731,DB01273,transporter,O15244,Humans
8732,DB01274,target,P07550,Humans
8733,DB01274,enzyme,P10635,Humans
8734,DB01274,enzyme,P33261,Humans
8735,DB01274,enzyme,P11509,Humans
8736,DB01274,enzyme,P11712,Humans
8737,DB01275,target,Q16853,Humans
8738,DB01275,target,P13674,Humans
8739,DB01275,target,Q16665,Humans
8740,DB01275,enzyme,P08684,Humans
8741,DB01275,carrier,P02768,Humans
8742,DB01278,target,P30988,Humans
8743,DB01278,target,O60894,Humans
8744,DB01278,target,O60895,Humans
8745,DB01278,target,O60896,Humans
8746,DB01280,target,P09884,Humans
8747,DB01280,enzyme,P00813,Humans
8748,DB01280,enzyme,P27707,Humans
8749,DB01280,enzyme,Q16854,Humans
8750,DB01282,target,P30559,Humans
8751,DB01283,target,P35354,Humans
8752,DB01283,target,P23219,Humans
8753,DB01283,enzyme,P11712,Humans
8754,DB01283,enzyme,P33261,Humans
8755,DB01283,enzyme,O60656,Humans
8756,DB01283,enzyme,P05177,Humans
8757,DB01284,target,Q01718,Humans
8758,DB01288,target,P07550,Humans
8759,DB01288,target,P08588,Humans
8760,DB01288,target,P13945,Humans
8761,DB01291,target,P07550,Humans
8762,DB01291,target,P08588,Humans
8763,DB01294,carrier,P02768,Humans
8764,DB01294,carrier,P02787,Humans
8765,DB01296,target,P01375,Humans
8766,DB01296,target,P14780,Humans
8767,DB01296,target,Q00653,Humans
8768,DB01296,target,P01579,Humans
8769,DB01296,target,P33673,Bacillus circulans
8770,DB01297,target,P08588,Humans
8771,DB01297,enzyme,P10635,Humans
8772,DB01298,target,P0AC13,Escherichia coli (strain K12)
8773,DB01299,target,Q27738,Plasmodium falciparum
8774,DB01299,target,P13922,Plasmodium falciparum (isolate K1 / Thailand)
8775,DB01301,target,P0A7X3,Escherichia coli (strain K12)
8776,DB01303,target,Q14432,Humans
8777,DB01303,target,P27815,Humans
8778,DB01303,target,P29274,Humans
8779,DB01303,target,P30542,Humans
8780,DB01303,target,Q92769,Humans
8781,DB01303,enzyme,P05177,Humans
8782,DB01303,transporter,Q9Y694,Humans
8783,DB01319,target,Q72874,Human immunodeficiency virus 1
8784,DB01319,enzyme,P08684,Humans
8785,DB01320,target,Q14524,Humans
8786,DB01320,enzyme,P11712,Humans
8787,DB01320,enzyme,P33261,Humans
8788,DB01320,enzyme,P08684,Humans
8789,DB01320,enzyme,P20813,Humans
8790,DB01320,enzyme,P05177,Humans
8791,DB01320,enzyme,P19224,Humans
8792,DB01320,enzyme,O60656,Humans
8793,DB01320,carrier,P02768,Humans
8794,DB01320,carrier,P05543,Humans
8795,DB01324,target,P55017,Humans
8796,DB01324,carrier,P02768,Humans
8797,DB01324,transporter,Q4U2R8,Humans
8798,DB01324,transporter,Q8TCC7,Humans
8799,DB01325,target,P00915,Humans
8800,DB01325,target,P00918,Humans
8801,DB01325,target,Q13621,Humans
8802,DB01325,target,P55011,Humans
8803,DB01325,target,P55017,Humans
8804,DB01326,target,Q70KI2,Bacteroides fragilis
8805,DB01326,transporter,Q4U2R8,Humans
8806,DB01326,transporter,Q8TCC7,Humans
8807,DB01326,transporter,Q9NSA0,Humans
8808,DB01326,transporter,Q9Y694,Humans
8809,DB01327,target,P02918,Escherichia coli (strain K12)
8810,DB01327,target,P02919,Escherichia coli (strain K12)
8811,DB01327,target,P76577,Escherichia coli (strain K12)
8812,DB01327,target,P0AD65,Escherichia coli (strain K12)
8813,DB01327,target,P0AD68,Escherichia coli (strain K12)
8814,DB01327,target,P27169,Humans
8815,DB01327,target,P40933,Humans
8816,DB01327,target,P60568,Humans
8817,DB01327,enzyme,P51580,Humans
8818,DB01327,carrier,P02768,Humans
8819,DB01327,transporter,O15439,Humans
8820,DB01327,transporter,Q4U2R8,Humans
8821,DB01327,transporter,Q8TCC7,Humans
8822,DB01327,transporter,Q9NSA0,Humans
8823,DB01328,target,P02918,Escherichia coli (strain K12)
8824,DB01328,target,P0AD68,Escherichia coli (strain K12)
8825,DB01328,target,P02919,Escherichia coli (strain K12)
8826,DB01328,target,P24228,Escherichia coli (strain K12)
8827,DB01328,target,P0AD65,Escherichia coli (strain K12)
8828,DB01328,carrier,P02768,Humans
8829,DB01329,target,P0AD68,Escherichia coli (strain K12)
8830,DB01329,target,P02919,Escherichia coli (strain K12)
8831,DB01329,target,P0AD65,Escherichia coli (strain K12)
8832,DB01329,target,Q07806,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)
8833,DB01329,target,Q9X6W0,Pseudomonas aeruginosa
8834,DB01329,target,P08506,Escherichia coli (strain K12)
8835,DB01329,target,P02918,Escherichia coli (strain K12)
8836,DB01329,target,P0AEB2,Escherichia coli (strain K12)
8837,DB01329,target,P24228,Escherichia coli (strain K12)
8838,DB01329,carrier,P02768,Humans
8839,DB01329,transporter,Q4U2R8,Humans
8840,DB01329,transporter,Q8TCC7,Humans
8841,DB01329,transporter,Q9NSA0,Humans
8842,DB01329,transporter,Q9Y694,Humans
8843,DB01330,target,Q75Y35,Streptococcus pneumoniae
8844,DB01330,carrier,P02768,Humans
8845,DB01331,target,P08506,Escherichia coli (strain K12)
8846,DB01331,target,P0AEB2,Escherichia coli (strain K12)
8847,DB01331,target,P0AFI5,Escherichia coli (strain K12)
8848,DB01331,target,P24228,Escherichia coli (strain K12)
8849,DB01331,target,P02918,Escherichia coli (strain K12)
8850,DB01331,target,P02919,Escherichia coli (strain K12)
8851,DB01331,target,P0AD68,Escherichia coli (strain K12)
8852,DB01331,target,Q75Y35,Streptococcus pneumoniae
8853,DB01331,target,Q7CRA4,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
8854,DB01331,target,Q8DNB6,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
8855,DB01331,target,Q8DR59,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
8856,DB01331,target,P0A3M6,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
8857,DB01331,enzyme,P00808,Bacillus licheniformis
8858,DB01332,target,P02918,Escherichia coli (strain K12)
8859,DB01332,target,P02919,Escherichia coli (strain K12)
8860,DB01332,target,P08506,Escherichia coli (strain K12)
8861,DB01332,transporter,P46059,Humans
8862,DB01332,transporter,Q4U2R8,Humans
8863,DB01332,transporter,Q8TCC7,Humans
8864,DB01333,target,P02918,Escherichia coli (strain K12)
8865,DB01333,enzyme,P08684,Humans
8866,DB01333,transporter,O76082,Humans
8867,DB01333,transporter,P46059,Humans
8868,DB01333,transporter,Q16348,Humans
8869,DB01333,transporter,Q4U2R8,Humans
8870,DB01333,transporter,Q96FL8,Humans
